Mod:Item:MetaData, Localized Name
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
conarm:helmet_core:0, 磁钢头盔基底
conarm:helmet_core:0, 充能合金头盔基底
conarm:helmet_core:0, 振动合金头盔基底
conarm:helmet_core:0, 红石合金头盔基底
conarm:helmet_core:0, 导电铁头盔基底
conarm:helmet_core:0, 脉冲铁头盔基底
conarm:helmet_core:0, 玄钢头盔基底
conarm:helmet_core:0, 魂金头盔基底
conarm:helmet_core:0, 末地钢头盔基底
conarm:helmet_core:0, 铁合金头盔基底
conarm:helmet_core:0, 娜迦鳞片 头盔基底
conarm:helmet_core:0, 钢叶 头盔基底
conarm:helmet_core:0, 炽铁 头盔基底
conarm:helmet_core:0, 骑士金属 头盔基底
conarm:helmet_core:0, 木 头盔基底
conarm:helmet_core:0, 圆石 头盔基底
conarm:helmet_core:0, 燧石 头盔基底
conarm:helmet_core:0, 仙人掌 头盔基底
conarm:helmet_core:0, 骨头 头盔基底
conarm:helmet_core:0, 黑曜石 头盔基底
conarm:helmet_core:0, 海晶石 头盔基底
conarm:helmet_core:0, 末地石 头盔基底
conarm:helmet_core:0, 海绵 头盔基底
conarm:helmet_core:0, 烈焰木 头盔基底
conarm:helmet_core:0, 铁 头盔基底
conarm:helmet_core:0, 生铁 头盔基底
conarm:helmet_core:0, 骑士史莱姆 头盔基底
conarm:helmet_core:0, 史莱姆 头盔基底
conarm:helmet_core:0, 史莱姆 头盔基底
conarm:helmet_core:0, 熔岩史莱姆 头盔基底
conarm:helmet_core:0, 地狱岩 头盔基底
conarm:helmet_core:0, 钴 头盔基底
conarm:helmet_core:0, 阿迪特 头盔基底
conarm:helmet_core:0, 玛玉灵 头盔基底
conarm:helmet_core:0, 铜 头盔基底
conarm:helmet_core:0, 青铜 头盔基底
conarm:helmet_core:0, 铅 头盔基底
conarm:helmet_core:0, 银 头盔基底
conarm:helmet_core:0, 琥珀金 头盔基底
conarm:helmet_core:0, 钢 头盔基底
conarm:helmet_core:0, 渊素 头盔基底
conarm:helmet_core:0, 精炼珊瑚 头盔基底
conarm:helmet_core:0, 惧质 头盔基底
conarm:helmet_core:0, 注血 头盔基底
conarm:helmet_core:0, 注血铁 头盔基底
conarm:helmet_core:0, 魔法木质头盔基底
conarm:helmet_core:0, 恶魔灌注头盔基底
conarm:helmet_core:0, 附魔头盔基底
conarm:helmet_core:0, 恶魔头盔基底
conarm:helmet_core:0, 焦黑石英 头盔基底
conarm:helmet_core:0, 红石水晶 头盔基底
conarm:helmet_core:0, 青金石水晶 头盔基底
conarm:helmet_core:0, 钻石水晶 头盔基底
conarm:helmet_core:0, 煤晶 头盔基底
conarm:helmet_core:0, 绿宝石水晶 头盔基底
conarm:helmet_core:0, 铁晶 头盔基底
conarm:helmet_core:0, 阳光化合物 头盔基底
conarm:helmet_core:0, 陨石 头盔基底
conarm:helmet_core:0, 赛特斯石英 头盔基底
conarm:helmet_core:0, 福鲁伊克斯水晶 头盔基底
conarm:helmet_core:0, 福鲁伊克斯钢 头盔基底
conarm:helmet_core:0, 海蓝宝石 头盔基底
conarm:helmet_core:0, 星辉 头盔基底
conarm:helmet_core:0, 水晶矩阵 头盔基底
conarm:helmet_core:0, 中子素 头盔基底
conarm:helmet_core:0, 无尽 头盔基底
conarm:helmet_core:0, 束缚 头盔基底
conarm:helmet_core:0, 感知 头盔基底
conarm:helmet_core:0, 活石 头盔基底
conarm:helmet_core:0, 活木 头盔基底
conarm:helmet_core:0, 梦之木 头盔基底
conarm:helmet_core:0, 魔力钢 头盔基底
conarm:helmet_core:0, 泰拉钢 头盔基底
conarm:helmet_core:0, 源质钢 头盔基底
conarm:helmet_core:0, 龙 头盔基底
conarm:helmet_core:0, 飞龙 头盔基底
conarm:helmet_core:0, 神龙 头盔基底
conarm:helmet_core:0, 混沌 头盔基底
conarm:helmet_core:0, 莱泽尔 头盔基底
conarm:helmet_core:0, 艾洛蒂 头盔基底
conarm:helmet_core:0, 凯罗尼 头盔基底
conarm:helmet_core:0, 普雷蒂 头盔基底
conarm:helmet_core:0, 艾恩尼 头盔基底
conarm:helmet_core:0, 以太 头盔基底
conarm:helmet_core:0, 蓝丝黛尔石 头盔基底
conarm:helmet_core:0, 云母 头盔基底
conarm:helmet_core:0, 磷灰石 头盔基底
conarm:helmet_core:0, 蕴魔源质 头盔基底
conarm:helmet_core:0, 肉 头盔基底
conarm:helmet_core:0, 史莱姆头盔基底
conarm:helmet_core:0, 粉色金属 头盔基底
conarm:helmet_core:0, 橡胶 头盔基底
conarm:helmet_core:0, 高级合金 头盔基底
conarm:helmet_core:0, 能量金属 头盔基底
conarm:helmet_core:0, 碳纤维 头盔基底
conarm:helmet_core:0, 铱 头盔基底
conarm:helmet_core:0, UU金属 头盔基底
conarm:helmet_core:0, 强化荧石 头盔基底
conarm:helmet_core:0, HDPE 头盔基底
conarm:helmet_core:0, 幽魂木 头盔基底
conarm:helmet_core:0, 血木 头盔基底
conarm:helmet_core:0, 黑暗木 头盔基底
conarm:helmet_core:0, 熔融木 头盔基底
conarm:helmet_core:0, 红石琥珀金 头盔基底
conarm:helmet_core:0, 红石水晶 头盔基底
conarm:helmet_core:0, 极寒末影 头盔基底
conarm:helmet_core:0, 极寒水晶 头盔基底
conarm:helmet_core:0, 神秘 头盔基底
conarm:helmet_core:0, 虚空金属 头盔基底
conarm:helmet_core:0, 元金 头盔基底
conarm:helmet_core:0, 锡 头盔基底
conarm:helmet_core:0, 铝 头盔基底
conarm:helmet_core:0, 铂 头盔基底
conarm:helmet_core:0, 殷钢 头盔基底
conarm:helmet_core:0, 康铜 头盔基底
conarm:helmet_core:0, 信素 头盔基底
conarm:helmet_core:0, 流明 头盔基底
conarm:helmet_core:0, 基岩 头盔基底
conarm:helmet_core:0, 附魔菜梗子 头盔基底
conarm:helmet_core:0, 不稳定大轩 头盔基底
conarm:helmet_core:0, 大轩 头盔基底
conarm:helmet_core:0, 附魔大轩 头盔基底
conarm:helmet_core:0, 究极屑大轩 头盔基底
conarm:helmet_core:0, 暗无 头盔基底
conarm:helmet_core:0, 欧芒 头盔基底
conarm:helmet_core:0, 下级精华 头盔基底
conarm:helmet_core:0, 初级精华 头盔基底
conarm:helmet_core:0, 中级精华 头盔基底
conarm:helmet_core:0, 高级精华 头盔基底
conarm:helmet_core:0, 终极精华 头盔基底
conarm:helmet_core:0, 终焉精华 头盔基底
conarm:helmet_core:0, 欧皇 头盔基底
conarm:helmet_core:0, 菜梗子 头盔基底
conarm:helmet_core:0, 秘银 头盔基底
conarm:helmet_core:0, 精金 头盔基底
conarm:helmet_core:0, 秘金 头盔基底
conarm:helmet_core:0, 撒普拉斯 头盔基底
conarm:helmet_core:0, 故障灌注 头盔基底
conarm:helmet_core:0, 呆毛 头盔基底
conarm:helmet_core:0, 金梗子 头盔基底
conarm:helmet_core:0, 耐酸铝 头盔基底
conarm:helmet_core:0, 锇荧黑曜合金 头盔基底
conarm:helmet_core:0, 铱锇合金 头盔基底
conarm:helmet_core:0, 泰伯利亚 头盔基底
conarm:helmet_core:0, 极光金属 头盔基底
conarm:helmet_core:0, 钷 头盔基底
conarm:helmet_core:0, 杜兰特 头盔基底
conarm:helmet_core:0, 瓦雷利亚 头盔基底
conarm:helmet_core:0, 振金 头盔基底
conarm:helmet_core:0, 地母 头盔基底
conarm:helmet_core:0, 钯 头盔基底
conarm:helmet_core:0, 雾金 头盔基底
conarm:helmet_core:0, 零素 头盔基底
conarm:helmet_core:0, 玄武岩 头盔基底
conarm:helmet_core:0, 泰伯利安 头盔基底
conarm:helmet_core:0, 碎金 头盔基底
conarm:helmet_core:0, 瑟蓝 头盔基底
conarm:helmet_core:0, 普罗克希 头盔基底
conarm:helmet_core:0, 漩金 头盔基底
conarm:helmet_core:0, 焰晶 头盔基底
conarm:helmet_core:0, 帝金 头盔基底
conarm:helmet_core:0, 阳光合金 头盔基底
conarm:helmet_core:0, 铿金 头盔基底
conarm:helmet_core:0, 烈金 头盔基底
conarm:helmet_core:0, 辐光合金 头盔基底
conarm:helmet_core:0, 流光合金 头盔基底
conarm:helmet_core:0, 地动合金 头盔基底
conarm:helmet_core:0, 曜金 头盔基底
conarm:helmet_core:0, 铌 头盔基底
conarm:helmet_core:0, 原金 头盔基底
conarm:helmet_core:0, 陨铁 头盔基底
conarm:helmet_core:0, 黑陨铁 头盔基底
conarm:helmet_core:0, 蕴魔结晶 头盔基底
conarm:helmet_core:0, 绿宝石 头盔基底
conarm:armor_trim:0, 磁钢护甲夹板
conarm:armor_trim:0, 充能合金护甲夹板
conarm:armor_trim:0, 振动合金护甲夹板
conarm:armor_trim:0, 红石合金护甲夹板
conarm:armor_trim:0, 导电铁护甲夹板
conarm:armor_trim:0, 脉冲铁护甲夹板
conarm:armor_trim:0, 玄钢护甲夹板
conarm:armor_trim:0, 魂金护甲夹板
conarm:armor_trim:0, 末地钢护甲夹板
conarm:armor_trim:0, 铁合金护甲夹板
conarm:armor_trim:0, 娜迦鳞片 护甲夹板
conarm:armor_trim:0, 钢叶 护甲夹板
conarm:armor_trim:0, 炽铁 护甲夹板
conarm:armor_trim:0, 骑士金属 护甲夹板
conarm:armor_trim:0, 木 护甲夹板
conarm:armor_trim:0, 圆石 护甲夹板
conarm:armor_trim:0, 燧石 护甲夹板
conarm:armor_trim:0, 仙人掌 护甲夹板
conarm:armor_trim:0, 骨头 护甲夹板
conarm:armor_trim:0, 黑曜石 护甲夹板
conarm:armor_trim:0, 海晶石 护甲夹板
conarm:armor_trim:0, 末地石 护甲夹板
conarm:armor_trim:0, 海绵 护甲夹板
conarm:armor_trim:0, 烈焰木 护甲夹板
conarm:armor_trim:0, 铁 护甲夹板
conarm:armor_trim:0, 生铁 护甲夹板
conarm:armor_trim:0, 骑士史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 熔岩史莱姆 护甲夹板
conarm:armor_trim:0, 地狱岩 护甲夹板
conarm:armor_trim:0, 钴 护甲夹板
conarm:armor_trim:0, 阿迪特 护甲夹板
conarm:armor_trim:0, 玛玉灵 护甲夹板
conarm:armor_trim:0, 铜 护甲夹板
conarm:armor_trim:0, 青铜 护甲夹板
conarm:armor_trim:0, 铅 护甲夹板
conarm:armor_trim:0, 银 护甲夹板
conarm:armor_trim:0, 琥珀金 护甲夹板
conarm:armor_trim:0, 钢 护甲夹板
conarm:armor_trim:0, 渊素 护甲夹板
conarm:armor_trim:0, 精炼珊瑚 护甲夹板
conarm:armor_trim:0, 惧质 护甲夹板
conarm:armor_trim:0, 注血 护甲夹板
conarm:armor_trim:0, 注血铁 护甲夹板
conarm:armor_trim:0, 魔法木质护甲夹板
conarm:armor_trim:0, 恶魔灌注护甲夹板
conarm:armor_trim:0, 附魔护甲夹板
conarm:armor_trim:0, 恶魔护甲夹板
conarm:armor_trim:0, 焦黑石英 护甲夹板
conarm:armor_trim:0, 红石水晶 护甲夹板
conarm:armor_trim:0, 青金石水晶 护甲夹板
conarm:armor_trim:0, 钻石水晶 护甲夹板
conarm:armor_trim:0, 煤晶 护甲夹板
conarm:armor_trim:0, 绿宝石水晶 护甲夹板
conarm:armor_trim:0, 铁晶 护甲夹板
conarm:armor_trim:0, 阳光化合物 护甲夹板
conarm:armor_trim:0, 陨石 护甲夹板
conarm:armor_trim:0, 赛特斯石英 护甲夹板
conarm:armor_trim:0, 福鲁伊克斯水晶 护甲夹板
conarm:armor_trim:0, 福鲁伊克斯钢 护甲夹板
conarm:armor_trim:0, 海蓝宝石 护甲夹板
conarm:armor_trim:0, 星辉 护甲夹板
conarm:armor_trim:0, 水晶矩阵 护甲夹板
conarm:armor_trim:0, 中子素 护甲夹板
conarm:armor_trim:0, 无尽 护甲夹板
conarm:armor_trim:0, 束缚 护甲夹板
conarm:armor_trim:0, 感知 护甲夹板
conarm:armor_trim:0, 活石 护甲夹板
conarm:armor_trim:0, 活木 护甲夹板
conarm:armor_trim:0, 梦之木 护甲夹板
conarm:armor_trim:0, 魔力钢 护甲夹板
conarm:armor_trim:0, 泰拉钢 护甲夹板
conarm:armor_trim:0, 源质钢 护甲夹板
conarm:armor_trim:0, 龙 护甲夹板
conarm:armor_trim:0, 飞龙 护甲夹板
conarm:armor_trim:0, 神龙 护甲夹板
conarm:armor_trim:0, 混沌 护甲夹板
conarm:armor_trim:0, 莱泽尔 护甲夹板
conarm:armor_trim:0, 艾洛蒂 护甲夹板
conarm:armor_trim:0, 凯罗尼 护甲夹板
conarm:armor_trim:0, 普雷蒂 护甲夹板
conarm:armor_trim:0, 艾恩尼 护甲夹板
conarm:armor_trim:0, 以太 护甲夹板
conarm:armor_trim:0, 蓝丝黛尔石 护甲夹板
conarm:armor_trim:0, 云母 护甲夹板
conarm:armor_trim:0, 磷灰石 护甲夹板
conarm:armor_trim:0, 蕴魔源质 护甲夹板
conarm:armor_trim:0, 肉 护甲夹板
conarm:armor_trim:0, 史莱姆护甲夹板
conarm:armor_trim:0, 粉色金属 护甲夹板
conarm:armor_trim:0, 橡胶 护甲夹板
conarm:armor_trim:0, 高级合金 护甲夹板
conarm:armor_trim:0, 能量金属 护甲夹板
conarm:armor_trim:0, 碳纤维 护甲夹板
conarm:armor_trim:0, 铱 护甲夹板
conarm:armor_trim:0, UU金属 护甲夹板
conarm:armor_trim:0, 强化荧石 护甲夹板
conarm:armor_trim:0, HDPE 护甲夹板
conarm:armor_trim:0, 幽魂木 护甲夹板
conarm:armor_trim:0, 血木 护甲夹板
conarm:armor_trim:0, 黑暗木 护甲夹板
conarm:armor_trim:0, 熔融木 护甲夹板
conarm:armor_trim:0, 红石琥珀金 护甲夹板
conarm:armor_trim:0, 红石水晶 护甲夹板
conarm:armor_trim:0, 极寒末影 护甲夹板
conarm:armor_trim:0, 极寒水晶 护甲夹板
conarm:armor_trim:0, 神秘 护甲夹板
conarm:armor_trim:0, 虚空金属 护甲夹板
conarm:armor_trim:0, 元金 护甲夹板
conarm:armor_trim:0, 锡 护甲夹板
conarm:armor_trim:0, 铝 护甲夹板
conarm:armor_trim:0, 铂 护甲夹板
conarm:armor_trim:0, 殷钢 护甲夹板
conarm:armor_trim:0, 康铜 护甲夹板
conarm:armor_trim:0, 信素 护甲夹板
conarm:armor_trim:0, 流明 护甲夹板
conarm:armor_trim:0, 基岩 护甲夹板
conarm:armor_trim:0, 附魔菜梗子 护甲夹板
conarm:armor_trim:0, 不稳定大轩 护甲夹板
conarm:armor_trim:0, 大轩 护甲夹板
conarm:armor_trim:0, 附魔大轩 护甲夹板
conarm:armor_trim:0, 究极屑大轩 护甲夹板
conarm:armor_trim:0, 暗无 护甲夹板
conarm:armor_trim:0, 欧芒 护甲夹板
conarm:armor_trim:0, 下级精华 护甲夹板
conarm:armor_trim:0, 初级精华 护甲夹板
conarm:armor_trim:0, 中级精华 护甲夹板
conarm:armor_trim:0, 高级精华 护甲夹板
conarm:armor_trim:0, 终极精华 护甲夹板
conarm:armor_trim:0, 终焉精华 护甲夹板
conarm:armor_trim:0, 欧皇 护甲夹板
conarm:armor_trim:0, 菜梗子 护甲夹板
conarm:armor_trim:0, 秘银 护甲夹板
conarm:armor_trim:0, 精金 护甲夹板
conarm:armor_trim:0, 秘金 护甲夹板
conarm:armor_trim:0, 撒普拉斯 护甲夹板
conarm:armor_trim:0, 故障灌注 护甲夹板
conarm:armor_trim:0, 呆毛 护甲夹板
conarm:armor_trim:0, 金梗子 护甲夹板
conarm:armor_trim:0, 耐酸铝 护甲夹板
conarm:armor_trim:0, 锇荧黑曜合金 护甲夹板
conarm:armor_trim:0, 铱锇合金 护甲夹板
conarm:armor_trim:0, 泰伯利亚 护甲夹板
conarm:armor_trim:0, 极光金属 护甲夹板
conarm:armor_trim:0, 钷 护甲夹板
conarm:armor_trim:0, 杜兰特 护甲夹板
conarm:armor_trim:0, 瓦雷利亚 护甲夹板
conarm:armor_trim:0, 振金 护甲夹板
conarm:armor_trim:0, 地母 护甲夹板
conarm:armor_trim:0, 钯 护甲夹板
conarm:armor_trim:0, 雾金 护甲夹板
conarm:armor_trim:0, 零素 护甲夹板
conarm:armor_trim:0, 玄武岩 护甲夹板
conarm:armor_trim:0, 泰伯利安 护甲夹板
conarm:armor_trim:0, 碎金 护甲夹板
conarm:armor_trim:0, 瑟蓝 护甲夹板
conarm:armor_trim:0, 普罗克希 护甲夹板
conarm:armor_trim:0, 漩金 护甲夹板
conarm:armor_trim:0, 焰晶 护甲夹板
conarm:armor_trim:0, 帝金 护甲夹板
conarm:armor_trim:0, 阳光合金 护甲夹板
conarm:armor_trim:0, 铿金 护甲夹板
conarm:armor_trim:0, 烈金 护甲夹板
conarm:armor_trim:0, 辐光合金 护甲夹板
conarm:armor_trim:0, 流光合金 护甲夹板
conarm:armor_trim:0, 地动合金 护甲夹板
conarm:armor_trim:0, 曜金 护甲夹板
conarm:armor_trim:0, 铌 护甲夹板
conarm:armor_trim:0, 原金 护甲夹板
conarm:armor_trim:0, 陨铁 护甲夹板
conarm:armor_trim:0, 黑陨铁 护甲夹板
conarm:armor_trim:0, 蕴魔结晶 护甲夹板
conarm:armor_trim:0, 绿宝石 护甲夹板
conarm:armor_plate:0, 磁钢护甲板
conarm:armor_plate:0, 充能合金护甲板
conarm:armor_plate:0, 振动合金护甲板
conarm:armor_plate:0, 红石合金护甲板
conarm:armor_plate:0, 导电铁护甲板
conarm:armor_plate:0, 脉冲铁护甲板
conarm:armor_plate:0, 玄钢护甲板
conarm:armor_plate:0, 魂金护甲板
conarm:armor_plate:0, 末地钢护甲板
conarm:armor_plate:0, 铁合金护甲板
conarm:armor_plate:0, 娜迦鳞片 护甲板
conarm:armor_plate:0, 钢叶 护甲板
conarm:armor_plate:0, 炽铁 护甲板
conarm:armor_plate:0, 骑士金属 护甲板
conarm:armor_plate:0, 木 护甲板
conarm:armor_plate:0, 圆石 护甲板
conarm:armor_plate:0, 燧石 护甲板
conarm:armor_plate:0, 仙人掌 护甲板
conarm:armor_plate:0, 骨头 护甲板
conarm:armor_plate:0, 黑曜石 护甲板
conarm:armor_plate:0, 海晶石 护甲板
conarm:armor_plate:0, 末地石 护甲板
conarm:armor_plate:0, 海绵 护甲板
conarm:armor_plate:0, 烈焰木 护甲板
conarm:armor_plate:0, 铁 护甲板
conarm:armor_plate:0, 生铁 护甲板
conarm:armor_plate:0, 骑士史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 熔岩史莱姆 护甲板
conarm:armor_plate:0, 地狱岩 护甲板
conarm:armor_plate:0, 钴 护甲板
conarm:armor_plate:0, 阿迪特 护甲板
conarm:armor_plate:0, 玛玉灵 护甲板
conarm:armor_plate:0, 铜 护甲板
conarm:armor_plate:0, 青铜 护甲板
conarm:armor_plate:0, 铅 护甲板
conarm:armor_plate:0, 银 护甲板
conarm:armor_plate:0, 琥珀金 护甲板
conarm:armor_plate:0, 钢 护甲板
conarm:armor_plate:0, 渊素 护甲板
conarm:armor_plate:0, 精炼珊瑚 护甲板
conarm:armor_plate:0, 惧质 护甲板
conarm:armor_plate:0, 注血 护甲板
conarm:armor_plate:0, 注血铁 护甲板
conarm:armor_plate:0, 魔法木质护甲板
conarm:armor_plate:0, 恶魔灌注护甲板
conarm:armor_plate:0, 附魔护甲板
conarm:armor_plate:0, 恶魔护甲板
conarm:armor_plate:0, 焦黑石英 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
conarm:armor_plate:0, 青金石水晶 护甲板
conarm:armor_plate:0, 钻石水晶 护甲板
conarm:armor_plate:0, 煤晶 护甲板
conarm:armor_plate:0, 绿宝石水晶 护甲板
conarm:armor_plate:0, 铁晶 护甲板
conarm:armor_plate:0, 阳光化合物 护甲板
conarm:armor_plate:0, 陨石 护甲板
conarm:armor_plate:0, 赛特斯石英 护甲板
conarm:armor_plate:0, 福鲁伊克斯水晶 护甲板
conarm:armor_plate:0, 福鲁伊克斯钢 护甲板
conarm:armor_plate:0, 海蓝宝石 护甲板
conarm:armor_plate:0, 星辉 护甲板
conarm:armor_plate:0, 水晶矩阵 护甲板
conarm:armor_plate:0, 中子素 护甲板
conarm:armor_plate:0, 无尽 护甲板
conarm:armor_plate:0, 束缚 护甲板
conarm:armor_plate:0, 感知 护甲板
conarm:armor_plate:0, 活石 护甲板
conarm:armor_plate:0, 活木 护甲板
conarm:armor_plate:0, 梦之木 护甲板
conarm:armor_plate:0, 魔力钢 护甲板
conarm:armor_plate:0, 泰拉钢 护甲板
conarm:armor_plate:0, 源质钢 护甲板
conarm:armor_plate:0, 龙 护甲板
conarm:armor_plate:0, 飞龙 护甲板
conarm:armor_plate:0, 神龙 护甲板
conarm:armor_plate:0, 混沌 护甲板
conarm:armor_plate:0, 莱泽尔 护甲板
conarm:armor_plate:0, 艾洛蒂 护甲板
conarm:armor_plate:0, 凯罗尼 护甲板
conarm:armor_plate:0, 普雷蒂 护甲板
conarm:armor_plate:0, 艾恩尼 护甲板
conarm:armor_plate:0, 以太 护甲板
conarm:armor_plate:0, 蓝丝黛尔石 护甲板
conarm:armor_plate:0, 云母 护甲板
conarm:armor_plate:0, 磷灰石 护甲板
conarm:armor_plate:0, 蕴魔源质 护甲板
conarm:armor_plate:0, 肉 护甲板
conarm:armor_plate:0, 史莱姆护甲板
conarm:armor_plate:0, 粉色金属 护甲板
conarm:armor_plate:0, 橡胶 护甲板
conarm:armor_plate:0, 高级合金 护甲板
conarm:armor_plate:0, 能量金属 护甲板
conarm:armor_plate:0, 碳纤维 护甲板
conarm:armor_plate:0, 铱 护甲板
conarm:armor_plate:0, UU金属 护甲板
conarm:armor_plate:0, 强化荧石 护甲板
conarm:armor_plate:0, HDPE 护甲板
conarm:armor_plate:0, 幽魂木 护甲板
conarm:armor_plate:0, 血木 护甲板
conarm:armor_plate:0, 黑暗木 护甲板
conarm:armor_plate:0, 熔融木 护甲板
conarm:armor_plate:0, 红石琥珀金 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
